Numero_Decreto;Data_Decreto;Tipologia;CUP;Capitolo_di_Spesa;Piano_Gestionale;Ministero;Importo_EUR;Documento;Cartella
;21-04-1998;Decreto Ministeriale;;;;;;Decreto_Ministeriale_21-04-1998_all_1.pdf;Decreto Ministeriale del 21_04_1998
;21-07-2009;Decreto Ministeriale;;;;;;Decreto_Ministeriale_21-07-2009_all_1.pdf;Decreto Ministeriale del 21_07_2009
587;22-12-2017;Decreto Ministeriale;;;;;;DM 587 del 22_12_2017.pdf;Decreto ministeriale del 22 dicembre 2017 n_ 587
;22-11-2018;Decreto Ministeriale;;;;;;DM 22 novembre 2018 percorso professionale integrativo per marittimi.pdf;Decreto Ministeriale del 22_11_2018
16;23-01-2024;Decreto Ministeriale;;;;;;m_inf.A866FAA.REG_DECRETI(R).0000016.23-01-2024.pdf;Decreto ministeriale del 23 gennaio 2024, n_ 16
300;23-07-2020;Decreto Ministeriale;;;;;;M_INFR.GABINETTO.REG_DECRETI_R_.0000300.23-07-2020.pdf;Decreto ministeriale del 23 luglio 2020 n_ 300
;23-04-2010;Decreto Ministeriale;;;;;;Decreto_Ministeriale_23-04-2010_all_1.pdf;Decreto Ministeriale del 23_04_2010
;24-04-2017;Decreto Ministeriale;;;;;;decreto_ministeriale_del_28-04-2017.pdf;Decreto Ministeriale del 24_04_2017
;24-07-2007;Decreto Ministeriale;;;;;;Decreto_Ministeriale_24_luglio_2007.pdf;Decreto Ministeriale del 24_07_2007
;25-05-2010;Decreto Ministeriale;;;;;;Decreto_Ministeriale_25-05-2010_all_1.pdf;Decreto Ministeriale del 25_05_2010
;26-01-1998;Decreto Ministeriale;;;;;;Decreto_Ministeriale_26-01-1998_all_1.pdf;Decreto Ministeriale del 26_01_1998
;26-09-1994;Decreto Ministeriale;;;;;;Decreto_Ministeriale_26-09-1994_all_1.pdf;Decreto Ministeriale del 26_09_1994
;26-09-1996;Decreto Ministeriale;;;;;;Decreto_Ministeriale_26-09-1996_all_1.pdf;Decreto Ministeriale del 26_09_1996
;27-01-1999;Decreto Ministeriale;;;;;;Decreto_Ministeriale_27-01-1999_all_1.pdf;Decreto Ministeriale del 27_01_1999
